aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response
,,,,,,SRQ,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SRQ&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1302.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,MYR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=MYR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1389.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,CLE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=CLE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1473.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,HOU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=HOU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1358.0,1.0,7.0,<Response [200]>
,,,,,,SLC,,,,,SAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1325.0,1.0,7.0,<Response [200]>
,,,,,,SFO,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SFO&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1364.0,1.0,7.0,<Response [200]>
,,,,,,ORD,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORD&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1481.0,1.0,7.0,<Response [200]>
,,,,,,YYZ,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYZ&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1470.0,1.0,7.0,<Response [200]>
,,,,,,CVG,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CVG&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1341.0,1.0,7.0,<Response [200]>
,,,,,,JED,,,,,RUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JED&origin=RUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1302.0,1.0,7.0,<Response [200]>
,,,,,,SLC,,,,,SNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1432.0,1.0,7.0,<Response [200]>
,,,,,,CMH,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CMH&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1429.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,PHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=PHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1369.0,1.0,7.0,<Response [200]>
,,,,,,LGA,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGA&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1496.0,1.0,7.0,<Response [200]>
,,,,,,MYR,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MYR&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1317.0,1.0,7.0,<Response [200]>
,,,,,,MSP,,,,,SAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=SAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1469.0,1.0,7.0,<Response [200]>
,,,,,,LAS,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAS&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1366.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,BUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=BUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1455.0,1.0,7.0,<Response [200]>
,,,,,,SEA,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1427.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,CLE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=CLE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1349.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,PDX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=PDX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1333.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,LAS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=LAS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1349.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,PHL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=PHL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1413.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,PIT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=PIT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1450.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,JAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=JAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1402.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,RDU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=RDU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1314.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,GSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=GSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1478.0,1.0,7.0,<Response [200]>
,,,,,,MKE,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MKE&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1414.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,YYZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=YYZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1353.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,CMH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=CMH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1324.0,1.0,7.0,<Response [200]>
,,,,,,PHX,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PHX&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1373.0,1.0,7.0,<Response [200]>
,,,,,,LAS,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAS&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1363.0,1.0,7.0,<Response [200]>
,,,,,,DEN,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1378.0,1.0,7.0,<Response [200]>
,,,,,,MEX,,,,,CUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=CUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1481.0,1.0,7.0,<Response [200]>
,,,,,,MSP,,,,,MKE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=MKE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1482.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,MIA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=MIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1336.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,CHS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CHS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1377.0,1.0,7.0,<Response [200]>
,,,,,,MEX,,,,,MTY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=MTY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1500.0,1.0,7.0,<Response [200]>
,,,,,,SLC,,,,,DFW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=DFW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1405.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,SNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=SNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1315.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,FLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=FLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1431.0,1.0,7.0,<Response [200]>
,,,,,,GEG,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GEG&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1452.0,1.0,7.0,<Response [200]>
,,,,,,SEA,,,,,LAS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=LAS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1495.0,1.0,7.0,<Response [200]>
,,,,,,HOU,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HOU&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1310.0,1.0,7.0,<Response [200]>
,,,,,,EWR,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EWR&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1327.0,1.0,7.0,<Response [200]>
,,,,,,DEN,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1366.0,1.0,7.0,<Response [200]>
,,,,,,JFK,,,,,BUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=BUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1379.0,1.0,7.0,<Response [200]>
,,,,,,ORD,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORD&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1359.0,1.0,7.0,<Response [200]>
,,,,,,ATL,,,,,DAL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1358.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,YYZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=YYZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,15.0,1415.0,1.0,7.0,<Response [200]>
,,,,,,ORY,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1309.0,1.0,7.0,<Response [200]>
,,,,,,MCO,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MCO&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1323.0,1.0,7.0,<Response [200]>
,,,,,,BDL,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BDL&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1333.0,1.0,7.0,<Response [200]>
,,,,,,SLC,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,14.0,1313.0,1.0,7.0,<Response [200]>
,,,,,,DTW,,,,,SFO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=SFO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1187.0,1.0,8.0,<Response [200]>
,,,,,,CLT,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLT&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1208.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,SAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=SAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1209.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,MCI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=MCI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1229.0,1.0,8.0,<Response [200]>
,,,,,,RIC,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIC&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1173.0,1.0,8.0,<Response [200]>
,,,,,,LAX,,,,,SAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=SAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1239.0,1.0,8.0,<Response [200]>
,,,,,,SNA,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SNA&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1247.0,1.0,8.0,<Response [200]>
,,,,,,SNA,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SNA&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1296.0,1.0,8.0,<Response [200]>
,,,,,,ORY,,,,,CMN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=CMN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1118.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,IAH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=IAH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1214.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,LHR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=LHR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1260.0,1.0,8.0,<Response [200]>
,,,,,,DCA,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DCA&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1191.0,1.0,8.0,<Response [200]>
,,,,,,IST,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IST&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1139.0,1.0,8.0,<Response [200]>
,,,,,,LHR,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LHR&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1257.0,1.0,8.0,<Response [200]>
,,,,,,TUN,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TUN&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1135.0,1.0,8.0,<Response [200]>
,,,,,,ALG,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALG&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1287.0,1.0,8.0,<Response [200]>
,,,,,,ANC,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1123.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,ILM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ILM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1228.0,1.0,8.0,<Response [200]>
,,,,,,TPA,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPA&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1219.0,1.0,8.0,<Response [200]>
,,,,,,CLT,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLT&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1126.0,1.0,8.0,<Response [200]>
,,,,,,BNA,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BNA&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1275.0,1.0,8.0,<Response [200]>
,,,,,,ONT,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ONT&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1262.0,1.0,8.0,<Response [200]>
,,,,,,MCI,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MCI&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1292.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,TUL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=TUL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1256.0,1.0,8.0,<Response [200]>
,,,,,,MTY,,,,,MEX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MTY&origin=MEX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1114.0,1.0,8.0,<Response [200]>
,,,,,,DTW,,,,,EWR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=EWR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1211.0,1.0,8.0,<Response [200]>
,,,,,,SEA,,,,,YVR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=YVR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1149.0,1.0,8.0,<Response [200]>
,,,,,,SLC,,,,,SJC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SJC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1129.0,1.0,8.0,<Response [200]>
,,,,,,MEX,,,,,GDL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=GDL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1207.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,CVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=CVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1183.0,1.0,8.0,<Response [200]>
,,,,,,ONT,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ONT&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1146.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,ECP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ECP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1213.0,1.0,8.0,<Response [200]>
,,,,,,JAX,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JAX&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1298.0,1.0,8.0,<Response [200]>
,,,,,,TUL,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TUL&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1293.0,1.0,8.0,<Response [200]>
,,,,,,ILM,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ILM&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1277.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,DAY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DAY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1105.0,1.0,8.0,<Response [200]>
,,,,,,BNA,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BNA&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1154.0,1.0,8.0,<Response [200]>
,,,,,,MSN,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSN&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1297.0,1.0,8.0,<Response [200]>
,,,,,,DTW,,,,,GRR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=GRR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1246.0,1.0,8.0,<Response [200]>
,,,,,,SFO,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SFO&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1158.0,1.0,8.0,<Response [200]>
,,,,,,SYR,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SYR&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1122.0,1.0,8.0,<Response [200]>
,,,,,,OMA,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OMA&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1162.0,1.0,8.0,<Response [200]>
,,,,,,SEA,,,,,PDX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=PDX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1281.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1166.0,1.0,8.0,<Response [200]>
,,,,,,RDU,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RDU&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1141.0,1.0,8.0,<Response [200]>
,,,,,,LAX,,,,,PHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=PHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1190.0,1.0,8.0,<Response [200]>
,,,,,,LIT,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIT&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1300.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,JAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=JAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1158.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,YYZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=YYZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1269.0,1.0,8.0,<Response [200]>
,,,,,,SEA,,,,,ONT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=ONT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1170.0,1.0,8.0,<Response [200]>
,,,,,,DTW,,,,,LGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=LGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1296.0,1.0,8.0,<Response [200]>
,,,,,,DTW,,,,,IAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=IAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1178.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,MSN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=MSN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1157.0,1.0,8.0,<Response [200]>
,,,,,,SAN,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SAN&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1298.0,1.0,8.0,<Response [200]>
