aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response
,,,,,,GMP,,,,,PUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GMP&origin=PUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,388.0,1.0,25.0,<Response [200]>
,,,,,,TYS,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TYS&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,389.0,1.0,25.0,<Response [200]>
,,,,,,DTW,,,,,JAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=JAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,391.0,1.0,25.0,<Response [200]>
,,,,,,YYZ,,,,,YVR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYZ&origin=YVR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,374.0,1.0,25.0,<Response [200]>
,,,,,,SJD,,,,,MEX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJD&origin=MEX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,375.0,1.0,25.0,<Response [200]>
,,,,,,LGA,,,,,DCA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGA&origin=DCA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,375.0,1.0,25.0,<Response [200]>
,,,,,,SIN,,,,,PEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SIN&origin=PEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,375.0,1.0,25.0,<Response [200]>
,,,,,,PVG,,,,,PEK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PVG&origin=PEK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,376.0,1.0,25.0,<Response [200]>
,,,,,,HGH,,,,,TYN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HGH&origin=TYN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,376.0,1.0,25.0,<Response [200]>
,,,,,,FUK,,,,,TPE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FUK&origin=TPE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,GRU,,,,,REC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRU&origin=REC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,287.0,1.0,33.0,<Response [200]>
,,,,,,GDL,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GDL&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,286.0,1.0,33.0,<Response [200]>
,,,,,,ATL,,,,,GDL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=GDL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,286.0,1.0,33.0,<Response [200]>
,,,,,,AEP,,,,,SCL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=SCL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,286.0,1.0,33.0,<Response [200]>
,,,,,,XIY,,,,,FOC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=XIY&origin=FOC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,286.0,1.0,33.0,<Response [200]>
,,,,,,FLN,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLN&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,285.0,1.0,33.0,<Response [200]>
,,,,,,MNL,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MNL&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,285.0,1.0,33.0,<Response [200]>
,,,,,,ATL,,,,,BOG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BOG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,285.0,1.0,33.0,<Response [200]>
,,,,,,MTY,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MTY&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,297.0,1.0,33.0,<Response [200]>
,,,,,,ATL,,,,,MTY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=MTY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,297.0,1.0,33.0,<Response [200]>
,,,,,,RIX,,,,,VNO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=VNO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,297.0,1.0,33.0,<Response [200]>
,,,,,,ACA,,,,,MEX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ACA&origin=MEX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,295.0,1.0,33.0,<Response [200]>
,,,,,,GRU,,,,,IGU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRU&origin=IGU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,294.0,1.0,33.0,<Response [200]>
,,,,,,ROS,,,,,AEP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ROS&origin=AEP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,294.0,1.0,33.0,<Response [200]>
,,,,,,YWG,,,,,YYC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YWG&origin=YYC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,294.0,1.0,33.0,<Response [200]>
,,,,,,YYC,,,,,YEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYC&origin=YEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,294.0,1.0,33.0,<Response [200]>
,,,,,,FLN,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLN&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,283.0,1.0,33.0,<Response [200]>
,,,,,,AMD,,,,,DEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMD&origin=DEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,283.0,1.0,33.0,<Response [200]>
,,,,,,LGK,,,,,KUL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGK&origin=KUL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,282.0,1.0,33.0,<Response [200]>
,,,,,,POA,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=POA&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,282.0,1.0,33.0,<Response [200]>
,,,,,,IGU,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IGU&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,282.0,1.0,33.0,<Response [200]>
,,,,,,GYN,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GYN&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,281.0,1.0,33.0,<Response [200]>
,,,,,,RIX,,,,,TMP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=TMP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,281.0,1.0,33.0,<Response [200]>
,,,,,,TUL,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TUL&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,280.0,1.0,33.0,<Response [200]>
,,,,,,MEM,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEM&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,291.0,1.0,33.0,<Response [200]>
,,,,,,PPT,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PPT&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,289.0,1.0,33.0,<Response [200]>
,,,,,,REC,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=REC&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,289.0,1.0,33.0,<Response [200]>
,,,,,,CNF,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CNF&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,289.0,1.0,33.0,<Response [200]>
,,,,,,KUL,,,,,HKT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KUL&origin=HKT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,289.0,1.0,33.0,<Response [200]>
,,,,,,MSP,,,,,ABQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=ABQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,288.0,1.0,33.0,<Response [200]>
,,,,,,MEX,,,,,CME,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=CME&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,288.0,1.0,33.0,<Response [200]>
,,,,,,CWB,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CWB&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,288.0,1.0,33.0,<Response [200]>
,,,,,,AMM,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMM&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,FOC,,,,,XIY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FOC&origin=XIY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,AJU,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJU&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,CNF,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CNF&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,262.0,1.0,33.0,<Response [200]>
,,,,,,GRU,,,,,AJU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRU&origin=AJU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,275.0,1.0,33.0,<Response [200]>
,,,,,,SYD,,,,,DRW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SYD&origin=DRW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,275.0,1.0,33.0,<Response [200]>
,,,,,,CVG,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CVG&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,275.0,1.0,33.0,<Response [200]>
,,,,,,AEP,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,274.0,1.0,33.0,<Response [200]>
,,,,,,NAT,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NAT&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,285.0,1.0,33.0,<Response [200]>
,,,,,,BOG,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOG&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,285.0,1.0,33.0,<Response [200]>
,,,,,,BLR,,,,,PNQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLR&origin=PNQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,1.0,33.0,<Response [200]>
,,,,,,YUL,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YUL&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,1.0,33.0,<Response [200]>
,,,,,,TLL,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLL&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,1.0,33.0,<Response [200]>
,,,,,,VAR,,,,,SOF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VAR&origin=SOF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,1.0,33.0,<Response [200]>
,,,,,,KUL,,,,,LGK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KUL&origin=LGK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,283.0,1.0,33.0,<Response [200]>
,,,,,,MSP,,,,,PSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=PSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,283.0,1.0,33.0,<Response [200]>
,,,,,,DTW,,,,,CUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=CUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,271.0,1.0,33.0,<Response [200]>
,,,,,,SGN,,,,,PQC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SGN&origin=PQC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,271.0,1.0,33.0,<Response [200]>
,,,,,,BOS,,,,,SDF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=SDF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,271.0,1.0,33.0,<Response [200]>
,,,,,,LCA,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LCA&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,270.0,1.0,33.0,<Response [200]>
,,,,,,KMG,,,,,FOC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KMG&origin=FOC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,270.0,1.0,33.0,<Response [200]>
,,,,,,IAH,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IAH&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,269.0,1.0,33.0,<Response [200]>
,,,,,,CGB,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CGB&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,269.0,1.0,33.0,<Response [200]>
,,,,,,VTE,,,,,PNH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VTE&origin=PNH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,269.0,1.0,33.0,<Response [200]>
,,,,,,PVG,,,,,INC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PVG&origin=INC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,278.0,1.0,33.0,<Response [200]>
,,,,,,TPE,,,,,FUK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPE&origin=FUK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,278.0,1.0,33.0,<Response [200]>
,,,,,,OMA,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OMA&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,278.0,1.0,33.0,<Response [200]>
,,,,,,LAX,,,,,PPT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=PPT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,277.0,1.0,33.0,<Response [200]>
,,,,,,KWE,,,,,XMN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KWE&origin=XMN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,277.0,1.0,33.0,<Response [200]>
,,,,,,VNO,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VNO&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,277.0,1.0,33.0,<Response [200]>
,,,,,,GRU,,,,,VIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRU&origin=VIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,LAS,,,,,SMF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAS&origin=SMF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,276.0,1.0,33.0,<Response [200]>
,,,,,,HAN,,,,,CXR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAN&origin=CXR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,265.0,1.0,33.0,<Response [200]>
,,,,,,PTY,,,,,SDQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PTY&origin=SDQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,264.0,1.0,33.0,<Response [200]>
,,,,,,TSN,,,,,XMN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TSN&origin=XMN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,264.0,1.0,33.0,<Response [200]>
,,,,,,AEP,,,,,USH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=USH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,264.0,1.0,33.0,<Response [200]>
,,,,,,MAO,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAO&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,263.0,1.0,33.0,<Response [200]>
,,,,,,ZHA,,,,,PVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ZHA&origin=PVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,263.0,1.0,33.0,<Response [200]>
,,,,,,SHA,,,,,FOC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SHA&origin=FOC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,263.0,1.0,33.0,<Response [200]>
,,,,,,XIY,,,,,NKG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=XIY&origin=NKG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,298.0,1.0,33.0,<Response [200]>
,,,,,,STT,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=STT&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,274.0,1.0,33.0,<Response [200]>
,,,,,,KUL,,,,,PNH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KUL&origin=PNH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,273.0,1.0,33.0,<Response [200]>
,,,,,,SHA,,,,,CKG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SHA&origin=CKG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,273.0,1.0,33.0,<Response [200]>
,,,,,,ZCL,,,,,MEX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ZCL&origin=MEX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,272.0,1.0,33.0,<Response [200]>
,,,,,,HAN,,,,,HUI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAN&origin=HUI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,272.0,1.0,33.0,<Response [200]>
,,,,,,JNU,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JNU&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,272.0,1.0,33.0,<Response [200]>
,,,,,,VIX,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VIX&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,272.0,1.0,33.0,<Response [200]>
,,,,,,CXR,,,,,HAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CXR&origin=HAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,271.0,1.0,33.0,<Response [200]>
,,,,,,YYZ,,,,,LGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYZ&origin=LGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,260.0,1.0,33.0,<Response [200]>
,,,,,,KOA,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KOA&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,259.0,1.0,33.0,<Response [200]>
,,,,,,MEX,,,,,ZCL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=ZCL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,259.0,1.0,33.0,<Response [200]>
,,,,,,LAS,,,,,YVR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAS&origin=YVR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,258.0,1.0,33.0,<Response [200]>
,,,,,,PKX,,,,,HGH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PKX&origin=HGH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,258.0,1.0,33.0,<Response [200]>
,,,,,,YYC,,,,,YYJ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYC&origin=YYJ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,257.0,1.0,33.0,<Response [200]>
,,,,,,DTW,,,,,SNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=SNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,257.0,1.0,33.0,<Response [200]>
,,,,,,XIY,,,,,KMG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=XIY&origin=KMG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,257.0,1.0,33.0,<Response [200]>
,,,,,,PNH,,,,,VTE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PNH&origin=VTE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,269.0,1.0,33.0,<Response [200]>
,,,,,,TPA,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPA&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,268.0,1.0,33.0,<Response [200]>
,,,,,,MCZ,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MCZ&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,268.0,1.0,33.0,<Response [200]>
,,,,,,MYR,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MYR&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,268.0,1.0,33.0,<Response [200]>
,,,,,,CGR,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CGR&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,268.0,1.0,33.0,<Response [200]>
,,,,,,CWB,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CWB&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,267.0,1.0,33.0,<Response [200]>
,,,,,,ATL,,,,,GRB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=GRB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,266.0,1.0,33.0,<Response [200]>
,,,,,,PIT,,,,,LGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PIT&origin=LGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,266.0,1.0,33.0,<Response [200]>
,,,,,,SJC,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJC&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,255.0,1.0,33.0,<Response [200]>
,,,,,,SYD,,,,,PVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SYD&origin=PVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,254.0,1.0,33.0,<Response [200]>
,,,,,,TRF,,,,,SVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRF&origin=SVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,254.0,1.0,33.0,<Response [200]>
